[2022-11-28T02:36:59.878+0000] {taskinstance.py:1165} INFO - Dependencies all met for <TaskInstance: Can_I_change_name_to_this.task_2 manual__2022-11-28T02:36:58.828228+00:00 [queued]>
[2022-11-28T02:36:59.891+0000] {taskinstance.py:1165} INFO - Dependencies all met for <TaskInstance: Can_I_change_name_to_this.task_2 manual__2022-11-28T02:36:58.828228+00:00 [queued]>
[2022-11-28T02:36:59.892+0000] {taskinstance.py:1362} INFO - 
--------------------------------------------------------------------------------
[2022-11-28T02:36:59.894+0000] {taskinstance.py:1363} INFO - Starting attempt 1 of 1
[2022-11-28T02:36:59.896+0000] {taskinstance.py:1364} INFO - 
--------------------------------------------------------------------------------
[2022-11-28T02:36:59.910+0000] {taskinstance.py:1383} INFO - Executing <Task(BashOperator): task_2> on 2022-11-28 02:36:58.828228+00:00
[2022-11-28T02:36:59.917+0000] {standard_task_runner.py:55} INFO - Started process 96 to run task
[2022-11-28T02:36:59.920+0000] {standard_task_runner.py:82} INFO - Running: ['***', 'tasks', 'run', 'Can_I_change_name_to_this', 'task_2', 'manual__2022-11-28T02:36:58.828228+00:00', '--job-id', '12', '--raw', '--subdir', 'DAGS_FOLDER/dags.py', '--cfg-path', '/tmp/tmp2rq784lz']
[2022-11-28T02:36:59.922+0000] {standard_task_runner.py:83} INFO - Job 12: Subtask task_2
[2022-11-28T02:36:59.995+0000] {task_command.py:376} INFO - Running <TaskInstance: Can_I_change_name_to_this.task_2 manual__2022-11-28T02:36:58.828228+00:00 [running]> on host 6fe42ff01b1b
[2022-11-28T02:37:00.062+0000] {taskinstance.py:1592} INFO - Exporting the following env vars:
AIRFLOW_CTX_DAG_OWNER=***
AIRFLOW_CTX_DAG_ID=Can_I_change_name_to_this
AIRFLOW_CTX_TASK_ID=task_2
AIRFLOW_CTX_EXECUTION_DATE=2022-11-28T02:36:58.828228+00:00
AIRFLOW_CTX_TRY_NUMBER=1
AIRFLOW_CTX_DAG_RUN_ID=manual__2022-11-28T02:36:58.828228+00:00
[2022-11-28T02:37:00.064+0000] {subprocess.py:63} INFO - Tmp dir root location: 
 /tmp
[2022-11-28T02:37:00.065+0000] {subprocess.py:75} INFO - Running command: ['/bin/bash', '-c', 'python /opt/***/tasks/lol_champ_counter_stat.py ']
[2022-11-28T02:37:00.076+0000] {subprocess.py:86} INFO - Output:
[2022-11-28T02:37:01.022+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01,021 | __main__ |lol_champ_counter_stat.py | INFO | now scraping the champ counter stat
[2022-11-28T02:37:01.026+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.utils.log] INFO: Scrapy 2.7.1 started (bot: scrapybot)
[2022-11-28T02:37:01.048+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.utils.log] INFO: Versions: lxml 4.9.1.0, libxml2 2.9.14, cssselect 1.2.0, parsel 1.7.0, w3lib 2.0.1, Twisted 22.10.0, Python 3.7.15 (default, Oct 25 2022, 07:08:46) - [GCC 10.2.1 20210110], pyOpenSSL 22.0.0 (OpenSSL 1.1.1n  15 Mar 2022), cryptography 36.0.2, Platform Linux-5.10.124-linuxkit-aarch64-with-debian-11.5
[2022-11-28T02:37:01.054+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.crawler] INFO: Overridden settings:
[2022-11-28T02:37:01.058+0000] {subprocess.py:93} INFO - {}
[2022-11-28T02:37:01.071+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [py.warnings] WARNING: /home/***/.local/lib/python3.7/site-packages/scrapy/utils/request.py:231: ScrapyDeprecationWarning: '2.6' is a deprecated value for the 'REQUEST_FINGERPRINTER_IMPLEMENTATION' setting.
[2022-11-28T02:37:01.074+0000] {subprocess.py:93} INFO - 
[2022-11-28T02:37:01.075+0000] {subprocess.py:93} INFO - It is also the default value. In other words, it is normal to get this warning if you have not defined a value for the 'REQUEST_FINGERPRINTER_IMPLEMENTATION' setting. This is so for backward compatibility reasons, but it will change in a future version of Scrapy.
[2022-11-28T02:37:01.078+0000] {subprocess.py:93} INFO - 
[2022-11-28T02:37:01.080+0000] {subprocess.py:93} INFO - See the documentation of the 'REQUEST_FINGERPRINTER_IMPLEMENTATION' setting for information on how to handle this deprecation.
[2022-11-28T02:37:01.083+0000] {subprocess.py:93} INFO -   return cls(crawler)
[2022-11-28T02:37:01.085+0000] {subprocess.py:93} INFO - 
[2022-11-28T02:37:01.087+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.utils.log] DEBUG: Using reactor: twisted.internet.epollreactor.EPollReactor
[2022-11-28T02:37:01.088+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.extensions.telnet] INFO: Telnet Password: 23fe279aa542c4d0
[2022-11-28T02:37:01.105+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.middleware] INFO: Enabled extensions:
[2022-11-28T02:37:01.108+0000] {subprocess.py:93} INFO - ['scrapy.extensions.corestats.CoreStats',
[2022-11-28T02:37:01.110+0000] {subprocess.py:93} INFO -  'scrapy.extensions.telnet.TelnetConsole',
[2022-11-28T02:37:01.112+0000] {subprocess.py:93} INFO -  'scrapy.extensions.memusage.MemoryUsage',
[2022-11-28T02:37:01.113+0000] {subprocess.py:93} INFO -  'scrapy.extensions.logstats.LogStats']
[2022-11-28T02:37:01.182+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.middleware] INFO: Enabled downloader middlewares:
[2022-11-28T02:37:01.186+0000] {subprocess.py:93} INFO - ['scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
[2022-11-28T02:37:01.188+0000] {subprocess.py:93} INFO -  'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
[2022-11-28T02:37:01.189+0000] {subprocess.py:93} INFO -  'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
[2022-11-28T02:37:01.191+0000] {subprocess.py:93} INFO -  'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
[2022-11-28T02:37:01.192+0000] {subprocess.py:93} INFO -  'scrapy.downloadermiddlewares.retry.RetryMiddleware',
[2022-11-28T02:37:01.194+0000] {subprocess.py:93} INFO -  'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
[2022-11-28T02:37:01.196+0000] {subprocess.py:93} INFO -  'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
[2022-11-28T02:37:01.197+0000] {subprocess.py:93} INFO -  'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
[2022-11-28T02:37:01.198+0000] {subprocess.py:93} INFO -  'scrapy.downloadermiddlewares.cookies.CookiesMiddleware',
[2022-11-28T02:37:01.200+0000] {subprocess.py:93} INFO -  'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
[2022-11-28T02:37:01.201+0000] {subprocess.py:93} INFO -  'scrapy.downloadermiddlewares.stats.DownloaderStats']
[2022-11-28T02:37:01.202+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.middleware] INFO: Enabled spider middlewares:
[2022-11-28T02:37:01.207+0000] {subprocess.py:93} INFO - ['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
[2022-11-28T02:37:01.208+0000] {subprocess.py:93} INFO -  'scrapy.spidermiddlewares.offsite.OffsiteMiddleware',
[2022-11-28T02:37:01.210+0000] {subprocess.py:93} INFO -  'scrapy.spidermiddlewares.referer.RefererMiddleware',
[2022-11-28T02:37:01.212+0000] {subprocess.py:93} INFO -  'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
[2022-11-28T02:37:01.215+0000] {subprocess.py:93} INFO -  'scrapy.spidermiddlewares.depth.DepthMiddleware']
[2022-11-28T02:37:01.217+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.middleware] INFO: Enabled item pipelines:
[2022-11-28T02:37:01.218+0000] {subprocess.py:93} INFO - []
[2022-11-28T02:37:01.219+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.core.engine] INFO: Spider opened
[2022-11-28T02:37:01.235+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.extensions.logstats] INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
[2022-11-28T02:37:01.237+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.extensions.telnet] INFO: Telnet console listening on 127.0.0.1:6023
[2022-11-28T02:37:01.331+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/stats> (referer: None)
[2022-11-28T02:37:01.513+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/aatrox/top> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:01.546+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/fizz/mid> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:01.555+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/gnar/top> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:01.560+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/garen/top> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:01.573+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/galio/support> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:01.580+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/gangplank/mid> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:01.587+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/galio/mid> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:01.593+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/gangplank/top> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:01.605+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/fiora/top> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:01.615+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/garen/mid> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:01.654+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/zyra/support> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:01.660+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/fiddlesticks/support> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:01.666+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/ezreal/adc> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:01.675+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/evelynn/jungle> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:01.793+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/zoe/support> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:01.799+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/elise/jungle> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:01.804+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/ekko/mid> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:01.808+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:01 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/fiddlesticks/jungle> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:02.021+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:02 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/zilean/support> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:02.024+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:02 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/zilean/mid> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:02.027+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:02 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/ziggs/support> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:02.030+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:02 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/zoe/mid> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:02.143+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:02 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/zeri/adc> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:02.147+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:02 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/zac/jungle> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:02.150+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:02 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/zed/mid> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:02.154+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:02 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/ziggs/mid> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:02.157+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:02 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/yuumi/support> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:02.162+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:02 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/ziggs/adc> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:02.227+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:02 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/zac/top> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:02.231+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:02 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/zed/jungle> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:02.312+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:02 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/yone/top> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:02.317+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:02 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/yasuo/adc> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:02.325+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:02 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/yone/mid> (referer: https://www.metasrc.com/5v5/stats)
[2022-11-28T02:37:02.331+0000] {subprocess.py:93} INFO - 2022-11-28 02:37:02 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://www.metasrc.com/5v5/champion/yasuo/top> (referer: https://www.metasrc.com/5v5/stats)
